title,name,description,type,format,comments,examples,namespace,iri,constraints
Survey,isAbundanceReported,The number of dwc:Organisms collected or observed was reported.,boolean,default,Typically the abundance values would be reported in a dwc:organismQuantity and dwc:organismQuantityType terms for the child dwc:Occurrence records for this dwc:Event.,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isAbundanceReported,
Survey,isAbundanceCapReported,"A maximum number of dwc:Organisms was reported, as specified or restricted by the protocol used.",boolean,default,Values of abundance cap should be captured under the term eco:abundanceCap.,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isAbundanceCapReported,
Survey,abundanceCap,The reported maximum number of dwc:Organisms.,integer,default,,`300`; `700`,eco,http://rs.tdwg.org/eco/terms/abundanceCap,
Survey,isVegetationCoverReported,A vegetation cover metric was reported.,boolean,default,Typically values or descriptions of vegetation cover would be captured under the term eco:verbatimSiteDescriptions.,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isVegetationCoverReported,
Survey,isLeastSpecificTargetCategoryQuantityInclusive,The total detected quantity for a dwc:Taxon (including subcategories thereof) in a dwc:Event is given explicitly in a single record (dwc:organismQuantity value) for that dwc:Taxon.,boolean,default,"Recommended values are 'true' and 'false'. This term is only relevant if dwc:organismQuantity is a number. For a detailed explanation, see http://rs.tdwg.org/eco/docs/inclusive/.",`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isLeastSpecificTargetCategoryQuantityInclusive,
Survey,hasVouchers,Specimen vouchers were collected during a dwc:Event.,boolean,default,,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/hasVouchers,
Survey,voucherInstitutions,A list (concatenated and separated) of the names or acronyms of the institutions where vouchers collected during a dwc:Event were deposited.,string,default,Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,`FMNH`; `AMNH | MVZ`; `Nairobi National Museum`,eco,http://rs.tdwg.org/eco/terms/voucherInstitutions,
Survey,hasMaterialSamples,Material samples were collected during a dwc:Event.,boolean,default,,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/hasMaterialSamples,
Survey,materialSampleTypes,A list (concatenated and separated) of material sample types collected during a dwc:Event.,string,default,"Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`wholeOrganism`; `skeleton`; `tissue | blood | fecal | stomachContent`,eco,http://rs.tdwg.org/eco/terms/materialSampleTypes,
Survey,samplingPerformedBy,"A person, group, or organization that performed the sampling.",string,default,"The sampling dwc:Event could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all the organizations or people involved in the child dwc:Events that contributed to the parent dwc:Event. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`North American Butterfly Association`; `KK Wall`; `JJ Green`; `LL Pink and FF Grey | Aspen Center for Environmental Studies`,eco,http://rs.tdwg.org/eco/terms/samplingPerformedBy,
Survey,isSamplingEffortReported,The sampling effort associated with a dwc:Event was reported.,boolean,default,Typically values of effort would be captured under the terms eco:samplingEffortValue and eco:samplingEffortUnit.,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isSamplingEffortReported,
Survey,samplingEffortProtocol,A description of or reference (publication or URL) to the methods used to determine the sampling effort.,string,default,"This description should be associated with the values reported in eco:samplingEffortValue and eco:samplingEffortUnit. This is a specialization of eco:protocolDescriptions focused on effort, distinct from the survey method. The effort relates to the intensity of sampling and therefore can assist in interpreting estimates of completeness. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`40 box traps deployed at even spacings along 4 parallel 100m transects placed 50m apart and visited at 6 hourly intervals over a 48 hour period`; `2 people occupying a bird hide for a period of 8 hours and undertaking a 30 minute count of species within the 150 degree field of view every 2 hours`; `A single baited camera trap station with motion sensor trigger, deployed for a period of 10 days and configured for detecting large fauna moving through a known traffic way`",eco,http://rs.tdwg.org/eco/terms/samplingEffortProtocol,
Survey,samplingEffortValue,The numeric value for the sampling effort expended during a dwc:Event.,number,default,This term is meant to capture the total sampling effort value. To express details of how the effort was determined use eco:samplingEffortProtocol. For compilations it is recommend not to infer effort. An eco:samplingEffortValue must have a corresponding eco:samplingEffortUnit.,`1900`; `40`; `5.5`,eco,http://rs.tdwg.org/eco/terms/samplingEffortValue,
Survey,samplingEffortUnit,The units associated with the eco:samplingEffortValue.,string,default,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`trapHours`; `personHours`; `trapDays`,eco,http://rs.tdwg.org/eco/terms/samplingEffortUnit,
Collection,collectionID,An identifier for a Collection.,string,default,"For physical specimens, the recommended best practice is to use a globally unique and resolvable identifier from a collections registry such as the GBIF Registry of Scientific Collections (https://www.gbif.org/grscicoll).",`https://www.gbif.org/grscicoll/collection/fbd3ed74-5a21-4e01-b86a-33d36f032d9c`,dwc,http://rs.tdwg.org/dwc/terms/collectionID,"{'required': True, 'unique': True}"
Collection,collectionType,The category that best matches the nature of a Collection.,string,default,Recommended best practice is to use a controlled vocabulary.,,gum,,
Collection,collectionTypeIRI,The IRI of the controlled vocabulary value for the type of Collection.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,gum,,
Collection,collectionTypeVocabulary,The reference to the controlled vocabulary where the definitions of values for collectionType are given.,string,default,,,gum,,
Collection,institutionID,The identifier for an institution (Agent).,string,default,"For physical specimens, the recommended best practice is to use a globally unique and resolvable identifier from a collections registry such as the Research Organization Registry (ROR) or the GBIF Registry of Scientific Collections (https://www.gbif.org/grscicoll).",`https://ror.org/015hz7p22`; `http://grscicoll.org/institution/museum-southwestern-biology`; `https://www.gbif.org/grscicoll/institution/e3d4dcc4-81e2-444c-8a5c-41d1044b5381`,dwc,http://rs.tdwg.org/dwc/terms/institutionID,
Collection,institutionCode,The name (or acronym) in use by an institution.,string,default,,`MVZ`; `FMNH`; `CLO`; `UCMP`,dwc,http://rs.tdwg.org/dwc/terms/institutionCode,
Collection,collectionName,The name of a Collection.,string,default,,,gum,,
Collection,collectionCode,"The name, acronym, coden, or initialism identifying a Collection.",string,default,,`Mammals`; `Hildebrandt`; `EBIRD`; `VP`,dwc,http://rs.tdwg.org/dwc/terms/collectionCode,
Material,materialEntityID,An identifier for a dwc:MaterialEntity.,string,default,"Values of dwc:materialEntityID are intended to uniquely and persistently identify a particular dwc:MaterialEntity within some context. Examples of context include a particular sample collection, an organization, or the worldwide scale. Recommended best practice is to use a persistent, globally unique identifier. The identifier is bound to a physical object (a dwc:MaterialEntity) as opposed to a particular digital record (representation) of that physical object.",,dwc,http://rs.tdwg.org/dwc/terms/materialEntityID,"{'required': True, 'unique': True}"
Material,materialEntityType,The category that best matches the nature of a dwc:MaterialEntity.,string,default,Recommended best practice is to use a controlled vocabulary.,`whole organism`; `heart`; `liver tissue sample`; `fossil`; `germplasm`; `skull`; `cast`; `3D printed model`; `printed photograph`,gum,,
Material,materialEntityTypeIRI,The IRI of the controlled vocabulary value for the type of dwc:MaterialEntity.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary..,,gum,,
Material,materialEntityTypeVocabulary,The reference to the controlled vocabulary where the definitions of values for materialEntityType are given.,string,default,,,gum,,
Material,institutionID,An identifier for an institution (Agent).,string,default,"For physical specimens, the recommended best practice is to use a globally unique and resolvable identifier from a collections registry such as the Research Organization Registry (ROR) or the GBIF Registry of Scientific Collections (https://www.gbif.org/grscicoll).",`https://ror.org/015hz7p22`; `http://grscicoll.org/institution/museum-southwestern-biology`; `https://www.gbif.org/grscicoll/institution/e3d4dcc4-81e2-444c-8a5c-41d1044b5381`,dwc,http://rs.tdwg.org/dwc/terms/institutionID,
Material,institutionCode,A name (or acronym) in use by an institution.,string,default,,`MVZ`; `FMNH`; `CLO`; `UCMP`,dwc,http://rs.tdwg.org/dwc/terms/institutionCode,
Material,ownerInstitutionCode,A name (or acronym) in use by the institution having ownership of a dwc:MaterialEntity.,string,default,,`NPS`; `APN`; `InBio`,dwc,http://rs.tdwg.org/dwc/terms/ownerInstitutionCode,
Material,collectionID,An identifier for a Collection.,string,default,"For physical specimens, the recommended best practice is to use a globally unique and resolvable identifier from a collections registry such as the GBIF Registry of Scientific Collections (https://www.gbif.org/grscicoll).",`https://www.gbif.org/grscicoll/collection/fbd3ed74-5a21-4e01-b86a-33d36f032d9c`,dwc,http://rs.tdwg.org/dwc/terms/collectionID,
Material,collectionCode,"A name, acronym, coden, or initialism identifying a Collection.",string,default,,`Mammals`; `Hildebrandt`; `EBIRD`; `VP`,dwc,http://rs.tdwg.org/dwc/terms/collectionCode,
Material,catalogNumber,An identifier (preferably unique) for a dwc:MaterialEntity within a Collection.,string,default,,`145732`; `145732a`; `2008.1334`; `R-4313`,dwc,http://rs.tdwg.org/dwc/terms/catalogNumber,
Material,otherCatalogNumbers,"A list (concatenated and separated) of previous or alternate fully qualified catalog numbers or other human-used identifiers for the same dwc:MaterialEntity, whether in the current or any other data set or collection.",string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,`FMNH:Mammal:1234`; `NPS YELLO6778 | MBG 33424`,dwc,http://rs.tdwg.org/dwc/terms/otherCatalogNumbers,
Material,recordNumber,"An identifier given to a dwc:MaterialEntity at the time it was recorded. Often serves as a link between field notes and a dwc:MaterialEntity record, such as a specimen collector's number.",string,default,,`OPP 7101`,dwc,http://rs.tdwg.org/dwc/terms/recordNumber,
Material,preparations,A list (concatenated and separated) of preparations and preservation methods for a dwc:MaterialEntity.,string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,`fossil`; `cast`; `photograph`; `DNA extract`; `skin | skull | skeleton`; `whole animal (ETOH) | tissue (EDTA)`,dwc,http://rs.tdwg.org/dwc/terms/preparations,
Material,disposition,The current state of a dwc:MaterialEntity with respect to where it can be found.,string,default,Recommended best practice is to use a controlled vocabulary.,`in collection`; `missing`; `voucher elsewhere`; `duplicates elsewhere`,dwc,http://rs.tdwg.org/dwc/terms/disposition,
Material,verbatimLabel,"The content of this term should include no embellishments, prefixes, headers or other additions made to the text. Abbreviations must not be expanded and supposed misspellings must not be corrected. Lines or breakpoints between blocks of text that could be verified by seeing the original labels or images of them may be used. Examples of material entities include preserved specimens, fossil specimens, and material samples. Best practice is to use UTF-8 for all characters. Best practice is to add comment “verbatimLabel derived from human transcription” in dwc:occurrenceRemarks.",string,default,Examples can be found at https://dwc.tdwg.org/examples/verbatimLabel.,,dwc,http://rs.tdwg.org/dwc/terms/verbatimLabel,
Material,associatedSequences,"A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of genetic sequence information associated with a dwc:MaterialEntity.",string,default,,`http://www.ncbi.nlm.nih.gov/nuccore/U34853.1`; `http://www.ncbi.nlm.nih.gov/nuccore/GU328060 | http://www.ncbi.nlm.nih.gov/nuccore/AF326093`,dwc,http://rs.tdwg.org/dwc/terms/associatedSequences,
Material,materialCitation,"A list (concatenated and separated) of identifiers (publication, bibliographic reference, global unique identifier, URI) of literature associated with a dwc:MaterialEntity.",string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`Christopher J. Conroy, Jennifer L. Neuwald. 2008. Phylogeographic study of the California vole, Microtus californicus Journal of Mammalogy, 89(3):755-767.`; `Steven R. Hoofer and Ronald A. Van Den Bussche. 2001. Phylogenetic Relationships of Plecotine Bats and Allies Based on Mitochondrial Ribosomal Sequences. Journal of Mammalogy 82(1):131-137. | Walker, Faith M., Jeffrey T. Foster, Kevin P. Drees, Carol L. Chambers. 2014. Spotted bat (Euderma maculatum) microsatellite discovery using illumina sequencing. Conservation Genetics Resources.`",gum,,
Material,materialEntityRemarks,Comments or notes about a dwc:MaterialEntity.,string,default,,`found in association with charred remains`; `some original fragments missing`,dwc,http://rs.tdwg.org/dwc/terms/materialEntityRemarks,
Material,gatheringEventID,An identifier for a dwc:Event in which a dwc:MaterialEntity was gathered.,string,default,Recommended best practice is to use a globally unique identifier.,,gum,http://rs.tdwg.org/dwc/terms/eventID,
Material,derivedFromMaterialEntityID,An identifier for a dwc:MaterialEntity from which this dwc:MaterialEntity was derived.,string,default,,,gum,,
Material,derivationType,The category that best matches the nature of the derivation of a dwc:MaterialEntity from a dwc:MaterialEntity pointed to by derivedFromMaterialEntityID.,string,default,Recommended best practice is to use a controlled vocabulary.,`sampledFrom`; `included`,gum,,
Material,derivationTypeIRI,The IRI of the controlled vocabulary value for the type of derivation.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,gum,,
Material,derivationTypeVocabulary,The reference to the controlled vocabulary where the definitions of values for derivationType are given.,string,default,,,gum,,
Material,partOfMaterialEntityID,An identifier for a dwc:MaterialEntity that this dwc:MaterialEntity is part of.,string,default,,,gum,,
Occurrence,occurrenceID,An identifier for a dwc:Occurrence (as opposed to a particular digital record of a dwc:Occurrence).,string,default,"Recommended best practice is to use a persistent, globally unique identifier. In the absence of a persistent global unique identifier, construct one from a combination of identifiers in the record that will most closely make the dwc:occurrenceID globally unique.",`http://arctos.database.museum/guid/MSB:Mamm:233627`,dwc,http://rs.tdwg.org/dwc/terms/occurrenceID,"{'required': True, 'unique': True}"
Occurrence,organismQuantity,A number or enumeration value for the quantity of dwc:Organisms.,string,default,A dwc:organismQuantity must have a corresponding dwc:organismQuantityType.,`27` (organismQuantity) with `individuals` (organismQuantityType); `12.5` (organismQuantity) with `% biomass` (organismQuantityType); `r` (organismQuantity) with `Braun-Blanquet Scale` (organismQuantityType); `many` (organismQuantity) with `individuals` (organismQuantityType),dwc,http://rs.tdwg.org/dwc/terms/organismQuantity,
Occurrence,organismQuantityType,A type of quantification system used for the quantity of dwc:Organisms.,string,default,"A dwc:organismQuantityType must have a corresponding dwc:organismQuantity. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`27` (organismQuantity) with `individuals` (organismQuantityType); `12.5` (organismQuantity) with `% biomass` (organismQuantityType); `r` (organismQuantity) with `Braun-Blanquet Scale` (organismQuantityType); `many` (organismQuantity) with `individuals` (organismQuantityType),dwc,http://rs.tdwg.org/dwc/terms/organismQuantity,
Occurrence,organismQuantityTypeIRI,The IRI of the controlled vocabulary value for the dwc:organismQuantityType.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,gum,,
Occurrence,organismQuantityTypeVocabulary,The reference to the controlled vocabulary where the definitions of values for dwc:organismQuantityType are given.,string,default,,,gum,,
Occurrence,sex,The sex of the biological individual(s) represented in a dwc:Occurrence.,string,default,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`male`; `female`; `hermaphrodite`,dwc,http://rs.tdwg.org/dwc/terms/sex,
Occurrence,lifeStage,The age class or life stage of a dwc:Organism(s) at the time a dwc:Occurrence was recorded.,string,default,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`zygote`; `larva`; `juvenile`; `adult`; `seedling`; `flowering`; `fruiting`,dwc,http://rs.tdwg.org/dwc/terms/lifeStage,
Occurrence,reproductiveCondition,The reproductive condition of the biological individual(s) represented in a dwc:Occurrence.,string,default,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`non-reproductive`; `pregnant`; `in bloom`; `fruit-bearing`,dwc,http://rs.tdwg.org/dwc/terms/reproductiveCondition,
Occurrence,caste,Categorisation of individuals for eusocial species (including some mammals and arthropods).,string,default,"Recommended best practice is to use a controlled vocabulary that aligns best with a dwc:Taxon. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`queen`; `male alate`; `intercaste`; `soldier`; `ergatoid`,dwc,http://rs.tdwg.org/dwc/terms/caste,
Occurrence,behavior,The behavior shown by the subject at the time a dwc:Occurrence was recorded.,string,default,"This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`roosting`; `foraging`; `running`,dwc,http://rs.tdwg.org/dwc/terms/behavior,
Occurrence,vitality,An indication of whether a dwc:Organism was alive or dead at the time of collection or observation.,string,default,"Recommended best practice is to use a controlled vocabulary. Intended to be used with records having a dwc:basisOfRecord of PreservedSpecimen, MaterialEntity, MaterialSample, or HumanObservation. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`alive`; `dead`; `mixedLot`; `uncertain`; notAssessed,dwc,http://rs.tdwg.org/dwc/terms/vitality,
Occurrence,establishmentMeans,Statement about whether a dwc:Organism has been introduced to a given place and time through the direct or indirect activity of modern humans.,string,default,"Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/em/. For details, refer to https://doi.org/10.3897/biss.3.38084. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`native`; `nativeIntroduced`; `introduced`; `introducedAssistedColinisation`; `vagrant`; `uncertain`,dwc,http://rs.tdwg.org/dwc/terms/establishmentMeans,
Occurrence,degreeOfEstablishment,"The degree to which a dwc:Organism survives, reproduces, and expands its range at the given place and time.",string,default,"Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/doe/. For details, refer to https://doi.org/10.3897/biss.3.38084. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`native`; `captive`; `cultivated`; `released`; `failing`; `casual`; `reproducing`; `established`; `colonising`; `invasive`; `widespreadInvasive`,dwc,http://rs.tdwg.org/dwc/terms/degreeOfEstablishment,
Occurrence,pathway,The process by which a dwc:Organism came to be in a given place at a given time.,string,default,"Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/pw/. For details, refer to https://doi.org/10.3897/biss.3.38084. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`releasedForUse`; `otherEscape`; `transportContaminant`; `transportStowaway`; `corridor`; `unaided`,dwc,http://rs.tdwg.org/dwc/terms/pathway,
Occurrence,occurrenceStatus,A statement about the presence or absence of a dwc:Taxon at a dcterms:Location.,string,default,"For dwc:Occurrences, the default vocabulary is recommended to consist of present and absent, but can be extended by implementers with good justification. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`present`; `absent`,dwc,http://rs.tdwg.org/dwc/terms/occurrenceStatus,
Occurrence,occurrenceRemarks,Comments or notes about a dwc:Occurrence.,string,default,,`found dead on road`,dwc,http://rs.tdwg.org/dwc/terms/occurrenceRemarks,
Occurrence,organismID,An identifier for an instance of a dwc:Organism.,string,default,,,dwc,http://rs.tdwg.org/dwc/terms/organismID,
Occurrence,organismScope,A description of the kind of dwc:Organism instance.,string,default,Recommended best practice is to use a controlled vocabulary. Can be used to indicate whether a dwc:Organism instance represents a discrete organism or if it represents a particular type of aggregation.,`multicellular organism`; `virus`; `clone`; `pack`; `colony`,dwc,http://rs.tdwg.org/dwc/terms/organismScope,
Occurrence,organismScopeIRI,The IRI of the controlled vocabulary value for the dwc:organismScope.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,gum,,
Occurrence,organismScopeVocabulary,The reference to the controlled vocabulary where the definitions of values for dwc:organismScope are given.,string,default,,,gum,,
Occurrence,organismName,A textual name or label assigned to a dwc:Organism.,string,default,,`Huberta`; `Boab Prison Tree`; `J pod`,dwc,http://rs.tdwg.org/dwc/terms/organismName,
Occurrence,organismRemarks,Comments or notes about a dwc:Organism.,string,default,,,dwc,http://rs.tdwg.org/dwc/terms/organismRemarks,
Identification,identificationID,An identifier for a dwc:Identification (the body of information associated with the assignment of a scientific name). ,string,default,Recommended best practice is to use a globally unique identifier.,,dwc,http://rs.tdwg.org/dwc/terms/identificationID,"{'required': True, 'unique': True}"
Identification,identificationBasedOnOccurrenceID,The identifier for a dwc:Occurrence for which the dwc:Identification was made.,string,default,,,gum,,
Identification,identificationBasedOnMaterialEntityID,The identifier for the dwc:MaterialEntity for which the dwc:Identification was made.,string,default,,,gum,,
Identification,identificationBasedOnGeneticSequenceID,The identifier for the GeneticSequence for which the dwc:Identification was made.,string,default,,,gum,,
Identification,identificationType,The category that best matches the nature of a dwc:Identification.,string,default,Recommended best practice is to use a controlled vocabulary.,`GeneticSequence`; `TaxonDistribution`; `MaterialEntity`; `Sound`; `StillImage`; `MovingImage`; `Text`; `HumanObservation`; `MachineObservation`,gum,,
Identification,identificationTypeIRI,The IRI of the controlled vocabulary value for the type of dwc:Identification.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary..,`http://rs.tdwg.org/dwc/terms/MaterialEntity`; `http://purl.org/dc/dcmitype/Sound`; `http://purl.org/dc/dcmitype/StillImage`; `http://purl.org/dc/dcmitype/MovingImage`; `http://purl.org/dc/dcmitype/Text`; `http://rs.tdwg.org/dwc/terms/HumanObservation`; `http://rs.tdwg.org/dwc/terms/MachineObservation`,gum,,
Identification,identificationTypeVocabulary,The reference to the controlled vocabulary where the definitions of values for dwc:identificationType are given.,string,default,,,gum,,
Identification,verbatimIdentification,A string representing the taxonomic identification as it appeared in the original record.,string,default,,,dwc,http://rs.tdwg.org/dwc/terms/verbatimIdentification,
Identification,taxonFormula,A string representing the pattern to use to construct a dwc:Identification from dwc:Taxon names and identification qualifiers.,string,default,Recommended best practice is to use a controlled vocabulary such as https://arctos.database.museum/info/ctDocumentation.cfm?table=cttaxa_formula.,`A`; `A ?`; `A or B`; `A and B`; `A x B`; `A cf.`; `A aff.`,gum,,
Identification,typeStatus,"A list (concatenated and separated) of nomenclatural types (type status, typified scientific name, publication) applied to the subject.",string,default,"Recommended best practice is to separate the values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`holotype of Ctenomys sociabilis. Pearson O. P., and M. I. Christie. 1985. Historia Natural, 5(37):388`; `holotype of Pinus abies | holotype of Picea abies`",dwc,http://rs.tdwg.org/dwc/terms/typeStatus,
Identification,typeDesignationType,The category that best matches the nature of a type designation.,string,default, From https://rs.gbif.org/extension/gbif/1.0/typesandspecimen.xml.,`monotypy`; `original designation`; `tautonomy`,gum,,
Identification,identifiedBy,"A list (concatenated and separated) of names of people, groups, or organizations who assigned the dwc:Taxon to the subject.",string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,`James L. Patton`; `Theodore Pappenfuss | Robert Macey`,dwc,http://rs.tdwg.org/dwc/terms/identifiedBy,
Identification,identifiedByID,The identifier for the Agent that asserted the dwc:Identification.,string,default,"Recommended best practice is to provide a single identifier that disambiguates the details of the identifying agent. If a list is used, the order of the identifiers on the list should not be assumed to convey any semantics. Recommended best practice is to separate the values in a list with space vertical bar space (` | `).",`https://orcid.org/0000-0002-1825-0097`,dwc,http://rs.tdwg.org/dwc/terms/identifiedByID,
Identification,dateIdentified,"A list (concatenated and separated) of names of people, groups, or organizations who assigned a dwc:Taxon to the subject.",string,default,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`2023-05-04`,dwc,http://rs.tdwg.org/dwc/terms/dateIdentified,
Identification,identificationReferences,"A list (concatenated and separated) of references (publication, global unique identifier, URI) used in the dwc:Identification.",string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`Aves del Noroeste Patagonico. Christie et al. 2004.`; `Stebbins, R. Field Guide to Western Reptiles and Amphibians. 3rd Edition. 2003. | Irschick, D.J. and Shaffer, H.B. (1997). The polytypic species revisited: Morphological differentiation among tiger salamanders (Ambystoma tigrinum) (Amphibia: Caudata). Herpetologica, 53(1), 30-49.`",dwc,http://rs.tdwg.org/dwc/terms/identificationReferences,
Identification,identificationVerificationStatus,A categorical indicator of the extent to which the taxonomic identification has been verified to be correct.,string,default,Recommended best practice is to use a controlled vocabulary such as that used in HISPID and ABCD.,`0` ('unverified' in HISPID/ABCD),dwc,http://rs.tdwg.org/dwc/terms/identificationVerificationStatus,
Identification,identificationRemarks,Comments or notes about a dwc:Identification.,string,default,,`Distinguished between Anthus correndera and Anthus hellmayri based on the comparative lengths of the uñas.`,dwc,http://rs.tdwg.org/dwc/terms/identificationRemarks,
Identification,taxonID,An identifier for the set of dwc:Taxon information.,string,default,Recommended best practice is to use a globally unique identifier.,`8fa58e08-08de-4ac1-b69c-1235340b7001`; `32567`; `https://www.gbif.org/species/212`,dwc,http://rs.tdwg.org/dwc/terms/taxonID,
Identification,kingdom,The full scientific name of the kingdom in which the dwc:scientificName is classified.,string,default,,,dwc,http://rs.tdwg.org/dwc/terms/kingdom,
Identification,scientificName,"The full scientific name, with authorship and date information if known. When forming part of a dc:Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the dwc:verbatimIdentification term.",string,default,,,dwc,http://rs.tdwg.org/dwc/terms/scientificName,
Identification,taxonRank,The taxonomic rank of the most specific name in a dwc:scientificName.,string,default,,,dwc,http://rs.tdwg.org/dwc/terms/taxonRank,
Identification,taxonRemarks,Comments or notes about a dwc:Taxon.,string,default,,`this name is a misspelling in common use`,dwc,http://rs.tdwg.org/dwc/terms/taxonRemarks,
Identifier,identifier,An unambiguous reference to a resource within a given context.,string,default,Recommended best practice is to identify a resource by means of a string conforming to a formal identification system.,,dcterms,http://purl.org/dc/terms/identifier,"{'required': True, 'unique': True}"
Identifier,identifierTargetID,An identifier for the target subject of a Identifier.,string,default,,,gum,,
Identifier,identifierTargetType,The class of the target of an Identifier.,string,default,,`Agent`; `ChronometricAge`; `Collection`; `Event`; `GeneticSequence`; `GeologicalContext`; `Identification`; `Material`; `Media`; `Occurrence`; `OrganismInteraction`,gum,,
Identifier,identifierType,The category or system that best matches the nature of an Identifier.,string,default,,,gum,,
Identifier,identifierTypeIRI,The IRI of the controlled vocabulary value for the type of Identifier.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,gum,,
Identifier,identifierTypeVocabulary,The reference to the controlled vocabulary where the definitions of values for identifierType are given.,string,default,,,gum,,
Identifier,identifierLanguage,A language in which an Identifier is presented.,string,default,Recommended best prectice is to use an ISO639-2 three-letter language code.,`eng` (for Modern English); `spa` (for Castilian Standard Spanish),gum,,
OrganismInteraction,organismInteractionID,An identifier for an instance of a dwc:Event that is an OrganismInteraction.,string,default,,,gum,http://rs.tdwg.org/dwc/terms/eventID,"{'required': True, 'unique': True}"
OrganismInteraction,subjectOccurrenceID,A unique identifier for the subject dwc:Occurrence in an OrganismInteraction.,string,default,,,gum,http://rs.tdwg.org/dwc/terms/resourceID,
OrganismInteraction,subjectOrganismPart,A part of a subject dwc:Organism involved in an OrganismInteraction.,string,default,,,gum,,
OrganismInteraction,organismInteractionType,The category that best matches the nature of an OrganismInteraction.,string,default,Recommended best practice is to use a controlled vocabulary.,`visited flower of`; `pollinated by`; `parasitoid of`; `mated with`,gum,,
OrganismInteraction,organismInteractionTypeIRI,The IRI of the controlled vocabulary value for the type of OrganismInteraction.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,`visited flower of`; `pollinated`; `parasitoid of`,gum,,
OrganismInteraction,organismInteractionTypeVocabulary,The reference to the controlled vocabulary where the definitions of values for organismInteractionType are given.,string,default,,,gum,,
OrganismInteraction,objectOccurrenceID,A unique identifier for the object dwc:Occurrence in an OrganismInteraction.,string,default,,,gum,http://rs.tdwg.org/dwc/terms/relatedResourceID,
OrganismInteraction,objectOrganismPart,A part of a object dwc:Organism involved in an OrganismInteraction.,string,default,,,gum,,
